ID,Gender,Leeftijd,Provincie,Habitat,Opleiding,Beroep,Pot Groen,Pot CD&V,Pot N-VA,Pot Vooruit,Pot VB,Pot VLD,Pot PVDA,Voorkeur,Aversie,Stem 2019,Waarom sp.a in 2019 maar nu niet Vooruit?,Waarom niet sp.a in 2019 maar nu wel?,Vertrouwen BEL regering,Vertrouwen De Croo,Vertrouwen VLA regering,Vertrouwen Jambon,Grootste probleem is waarmee ons land momenteel wordt geconfronteerd?,Conner Rousseau: Kent u ... ?,Meryame Kitir: Kent u ... ?,Frank Vandenbroucke: Kent u ... ?,Vincent Van Quickenborne: Kent u ... ?,Alexander De Croo: Kent u ... ?,Bart Somers: Kent u ... ?,Egbert Lachaert: Kent u ... ?,Hilde Crevits: Kent u ... ?,Joachim Coens: Kent u ... ?,Wouter Beke: Kent u ... ?,Annelies Verlinden: Kent u ... ?,Meyrem Almaci: Kent u ... ?,Petra De Sutter: Kent u ... ?,Tom Van Grieken: Kent u ... ?,Dries Van Langenhove: Kent u ... ?,Peter Mertens: Kent u ... ?,Bart De Wever: Kent u ... ?,Jan Jambon: Kent u ... ?,Theo Francken: Kent u ... ?,Ben Weyts: Kent u ... ?,Zuhal Demir: Kent u ... ?,Conner Rousseau: Potentieel,Meryame Kitir: Potentieel,Frank Vandenbroucke: Potentieel,Vincent Van Quickenborne: Potentieel,Alexander De Croo: Potentieel,Bart Somers: Potentieel,Egbert Lachaert: Potentieel,Hilde Crevits: Potentieel,Joachim Coens: Potentieel,Wouter Beke: Potentieel,Annelies Verlinden: Potentieel,Meyrem Almaci: Potentieel,Petra De Sutter: Potentieel,Tom Van Grieken: Potentieel,Dries Van Langenhove: Potentieel,Peter Mertens: Potentieel,Bart De Wever: Potentieel,Jan Jambon: Potentieel,Theo Francken: Potentieel,Ben Weyts: Potentieel,Zuhal Demir: Potentieel,Positieve woorden om Vooruit (vroeger sp.a) te omschrijven?,Label positieve woorden Vooruit,Negatieve woorden Vooruit (vroeger sp.a) te omschrijven?,Kolom,Label negatieve woorden Vooruit,Overall sentiment,Waarin verschilt Vooruit volgens u van sp.a?,Label verschil
829,Man,60,Oost-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Arbeidsongeschikt,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Vooruit,"{CD&V,VB,VLD}",Groen,,"de nieuwe voorzitter van 'vooruit' zen gedachten spreken me meer aan.  de voorzitster van 'Groen' doet haar gedacht, een goei kracht zend de laan uit, die recht had op een Ministerpost en intussen stelt een ze onbekwame professor aan, die weinig weet van politiek enz...",Redelijk vertrouwen,Veel vertrouwen,Weinig vertrouwen,Weinig vertrouwen,"de gevolgen van de klimaatopwarming, men besteed veel te weinig aandacht aan dit zeer belangrijk onderwerp voor de komende jaren, men blijft maar slenteren alsof er niets aan de hand , terwijl het volgens mij al allang 12u05 voorbij en men zeer snel maatregelen moet nemen, wil men zware rampen en epidemieën voorkomen.",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,"Men wil Nu bouwen aan de toekomst gedaan met rijkelijk te bedienen met zakken geld, minderbedeelden helpen en hogere belastingen voor rijken en mensen met veel huizen, een einde aan de vele splitsingen van bedrijven om belastingen te ontwijken,  Niet morgen, maar vandaag ACTIE ONDERNEMEN EN DAT MET EEN VOORZITTER DIE ER VOOR GAAT EN VECHT",Gedrag: Actiegericht,ZEGT NIKS OVER DE INHOUD      IS GEEN BEGRIP    'VOORUIT ' iedereen weet direct wat het betekent,,Slechte naamkeuze,Evenwichtig,iedereen begrijpt wat het woord 'vooruit' betekent en wat de bedoelingen zijn.,Communicatie: duidelijk
384,Vrouw,67,Oost-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Ja,Nee,Ja,Ja,Nee,N-VA,{Vooruit},N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,DURFT GEEN REALISTISCHE BESLISSINGN NEMEN PARTIJEN ZIJN TEVEEL MET ZICHZELF BEZIG EN NIET MET HET WELZIJN VD BEVOLKING,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,,Ja,Ja,Ja,Nee,Nee,,,Ja,Ja,Nee,,Nee,Nee,,Ja,,Ja,Ja,Nee,GEEN,Geen,ZORGEN ENKEL VOOR DE NIET BELGEN EIGEN VOLK TEL NIET MEE. ALLEEN STEMMEN VERZAMELEN VAN AL DIE VREEMDEN,,Niet opkmen voor eigen volk (eerst),Negatief,IN NIETS,Geen
644,Man,47,Antwerpen,GROTE agglomeraties,"lager TSO, BSO of artistiek (1ste 3 jaar)",Werkloos,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD,PVDA}",VB,,,Weinig vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Migratie,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,,Nee,Nee,,,Nee,Ja,Nee,Nee,,,,Ja,Ja,,Ja,Ja,Ja,,,Verjonging,Brand identity: Verjonging,Zakkenvullers,,Zakkenvullers,Evenwichtig,?,Geen
796,Man,41,Limburg,Andere gemeenten,"kandidaat, bachelor, graduaat",Niet-geschoold arbeider,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Weet niet,"{Groen,CD&V,Vooruit,VLD,PVDA}",Weet niet,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Islamitisering,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,,,,,,,,,,Nee,,,,Ja,,,Ja,,,,,Geen,Geen,Zakkenvullers,,Zakkenvullers,Negatief,In niks behalve de naam maar het blijven zakkenvullers,Naam
880,Man,71,Antwerpen,Andere gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,{VB},N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,"Té veel politici, té veel mandatarissen",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Géén,Geen,"Ze noemen zich progressief, maar er mag niéts veranderen! Bedriegers!",,Conservatief,Negatief,"Andere naam, méér niet.",Naam
1151,Man,25,Oost-Vlaanderen,GROTE agglomeraties,"licentiaat met aanvullend diploma, MaNaMa",Vrij beroep,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Vooruit,{Groen},sp.a,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,De jongeren in Brussel,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,,Nee,Nee,Nee,,Nee,Nee,Nee,,,,Ja,Ja,Ja,,Nee,Nee,,Nee,,"Het komt overeen met hun verleden, namelijk de socialistische krant",Brand identity: naam,Ze stelen de naam,,Gestolen naam,Evenwichtig,Er wordt meer nadruk gelegd op de toekomst,Beleid: toekomstgericht
416,Man,67,Limburg,Andere gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Nee,Ja,Nee,Nee,Nee,CD&V,"{Groen,N-VA,VB,VLD,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"De corona crisis is momenteel het grootste probleem. Eveneens is het feit dat alleen de arbeiders, gepensioneerden, werkzoekenden en bedienden, jan met de pet dus, financieel voor de corona crisis zullen opdraaien.",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ik heb daar geen positieve woorden over.,Geen,Ze zijn gaan lopen met een naam die al bestond.,,Gestolen naam,Negatief,in niets,Geen
819,Man,51,Oost-Vlaanderen,Andere gemeenten,hoger secundair beroepsonderwijs (BSO),"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Ja,Ja,Nee,VB,"{Groen,Vooruit,PVDA}",VB,,,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Te veel regeringen en ministers,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Er zijn geen positieve. Naam afgenomen van de Gentse Vooruit,Geen,Ze zijn niet in staat om een eigen naam te bedenken,,Gestolen naam,Negatief,Geen verschil. Dezelfde oplichters,Geen
503,Man,56,Limburg,Stedelijke gemeenten,"lager TSO, BSO of artistiek (1ste 3 jaar)",Geschoold arbeider,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Blanco,{VLD},N-VA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Migratie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,,Nee,Nee,Ja,Nee,Ja,Geen woorden,Geen,Zelf verrijking,,Zakkenvullers,Negatief,Geen verschil,Geen
1162,Man,62,Antwerpen,GROTE agglomeraties,lager algemeen secundair onderwijs (1ste 3 jaar),In prepensioen,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,covid-19,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Kan er geen vinden,Geen,Zelfde zever in andere verpakking.,,Marketingstunt,Negatief,Niets,Geen
1120,Man,43,Vlaams-Brabant,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Alochtonen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,,Ja,Ja,,Nee,Nee,Ja,Nee,Nee,Geen,Geen,Zeveraars,,Alles,Negatief,Niks,Geen
252,Man,44,Oost-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Geschoold arbeider,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{PVDA},VB,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Als het volk voor de partij kies ze er toch niet naar kijken dat die partij mag regeren. Op politiek vlak Belgium sucks. Bende oplichters de regering.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Zeer slecht. Gestolen. Er bestaat al een vooruit in Gent.,Geen,Zie vorig jaar antwoord,,Gestolen naam,Negatief,Niets. It's sucks,Geen
1157,Vrouw,23,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,Scholier/Student / in opleiding,Ja,Nee,Nee,Ja,Nee,Ja,Ja,PVDA,{VB},VLD,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Begrotingings te kort,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,,Ja,Nee,Nee,Ja,,,,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Geen,Geen,Zitten er altijd voor iets tussen bij het vergroten van begroting te kort,,Gelduitgevers,Negatief,Niet,Geen
840,Man,54,West-Vlaanderen,Stedelijke gemeenten,lager algemeen secundair onderwijs (1ste 3 jaar),Niet-geschoold arbeider,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,corruptie en macht,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,"geen positieve woorden, achterbakse partij",Geen,achterbaks,,Onbetrouwbaar,Negatief,"niets, dat blijft hetzelfde",Geen
601,Man,33,Oost-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Nee,Ja,Nee,VLD,{Weet niet},Weet niet,,,weet niet,weet niet,weet niet,weet niet,covid-19,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,back to the roots,Sociaal,achterhaald,,Achterhaald,Evenwichtig,nieuwe voorzitter,Leiders: nieuw
78,Vrouw,22,Vlaams-Brabant,Stedelijke gemeenten,"licentiaat, master, postgraduaat",Gepensioneerde,Nee,Ja,Nee,Ja,Nee,Ja,Nee,VLD,{Weet niet},CD&V,,,Redelijk vertrouwen,Helemaal geen vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,de coronacrisis en het klimaat en voorzieningen zoals wegen,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,,Nee,,,,Nee,,,,,,,,,Ja,Ja,,,,,,"innovatief, sociaal, denkend aan het volk, ze houden diverse groepen in de gaten",Innovatie - Vernieuwing,"achterlopend, te rechts, te oud,",te Rechts - te oud,Achterhaald,Evenwichtig,ze zijn iets minder socialistisch en treffen nu een breder publiek dan eerst.,DG: breder
359,Man,53,Limburg,Andere gemeenten,hoger algemeen secundair onderwijs,Geschoold arbeider,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Blanco,"{Groen,N-VA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,pensioen,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,slecht,Geen,achteruit,,Achteruitgang,Negatief,niks,Geen
1175,Vrouw,33,Limburg,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{CD&V},VB,,,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"Migratie, niemand durft iets te zeggen uit schrik om bestempeld te worden als racist, maar heel belgie wordt wel stillaan overgenomen door vreemdelingen! + niemand geeft gehoor aan de stemming van vorige verkiezing",Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,,Nee,Nee,Nee,Ja,,Nee,,Nee,,,,Ja,,,Ja,Nee,,Nee,Nee,ik heb er geen!,Geen,"afbrekers, socialisten, niet voor de werkmens hoewel ze zeggen van wel! breken de zelfstandige af",,Achteruitgang,Negatief,"niks, allemaal afzetters",Geen
1035,Man,43,Vlaams-Brabant,Andere gemeenten,hoger algemeen secundair onderwijs,Geschoold arbeider,Nee,Nee,Ja,Nee,Ja,Nee,Nee,N-VA,{Groen},N-VA,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,teveel uitgegeven tijdns de corona,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,,,Ja,Ja,Ja,Ja,Ja,Ja,Ja,gaat voor de werkende mens,DG: Werkende mens,afkijken,,Gestolen naam,Evenwichtig,jonge voorzitter,C: jong
178,Man,34,Vlaams-Brabant,GROTE agglomeraties,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Nee,Nee,Ja,Nee,Ja,Nee,VLD,{VB},VLD,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,De Corona-crisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ze willen vooruit maar afwachten of dat zo zal zijn.,Gedrag: Gedreven,"afwachten of de naamsverandering de partij zal kunnen redden, maar ik betwijfel dit.",,Marketingstunt,Evenwichtig,iets verjonging,Imago: jong
179,Vrouw,68,Oost-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Landbouwer,Nee,Ja,Nee,Nee,Nee,Ja,Nee,VLD,"{Groen,PVDA}",CD&V,,,Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,opstart na corona,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,,,Nee,,Nee,Nee,Nee,Nee,Nee,geen,Geen,alle partijen willen erop vooruit,,Ontbreekt daadkracht,Negatief,ERROR,Geen
1061,Vrouw,44,West-Vlaanderen,Sekundaire gemeenten,hoger secundair beroepsonderwijs (BSO),"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{Groen},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"migratie. Zij mogen alles, en hebben overal recht op en ze weten dit maar al te goed, daarom komen ze massaal naar België",Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,,Nee,,Nee,,Nee,,Ja,Nee,,Nee,Nee,Ja,Nee,Nee,geen,Geen,"allemaal uit op geld van de gewone mens, terwijl bazen en bedrijven meer en meer geld verdienen",,Zakkenvullers,Negatief,niets,Geen
718,Man,68,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,PVDA}",N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,verschil tussen vlaamse waalse en brusselse ideeen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,geen,Geen,alles,,Alles,Negatief,geen verschil,Geen
1118,Vrouw,64,Antwerpen,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ander,{N-VA},Weet niet,,,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,fqfqsfqsfqqfqsf,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,niks,Geen,alles,,Alles,Negatief,niks,Geen
412,Man,25,Vlaams-Brabant,Sekundaire gemeenten,hoger secundair beroepsonderwijs (BSO),Geschoold arbeider,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Weet niet,{Weet niet},Weet niet,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,weet ik niert,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,,,,Nee,Nee,,,,,,,,,,Ja,,,,Nee,,Nee,niets,Geen,alles,,Alles,Negatief,niets,Geen
336,Man,39,Vlaams-Brabant,GROTE agglomeraties,"kandidaat, bachelor, graduaat",Andere,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{Groen},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,teveel marokanen,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,,,Nee,Nee,Nee,,Nee,Nee,,Nee,,,,Ja,Nee,,Ja,Nee,Ja,Nee,Nee,niets,Geen,alles,,Alles,Negatief,niets,Geen
830,Vrouw,64,Vlaams-Brabant,GROTE agglomeraties,hoger secundair beroepsonderwijs (BSO),Gepensioneerde,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Groen,"{Vooruit,VB,PVDA}",Groen,,,Veel vertrouwen,Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,gezondheidszorg,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,geen,Geen,alles,,Alles,Negatief,weet niet,Geen
378,Man,53,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,Niet-geschoold arbeider,Nee,Ja,Ja,Nee,Nee,Ja,Ja,N-VA,{VB},N-VA,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,racisme,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,,,Ja,,Ja,Ja,,,,,,Ja,,Nee,,,Ja,Ja,Ja,Ja,,niks,Geen,alles,,Alles,Negatief,slecht partij,Geen
835,Man,68,Antwerpen,GROTE agglomeraties,hoger algemeen secundair onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,CD&V,Vooruit,VB,VLD,PVDA}",N-VA,,,Weinig vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Veel vertrouwen,covid19,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,geen,Geen,alles,,Alles,Negatief,een naam,Naam
668,Man,69,Vlaams-Brabant,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Weet niet,"{Groen,PVDA}",Weet niet,,,weet niet,Redelijk vertrouwen,weet niet,Redelijk vertrouwen,"onverdraagzaamheid,crimaliteit",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,,Ja,Ja,Ja,Nee,Ja,niets,Geen,als vooruit maar niet is achteruit,,Achteruitgang,Negatief,?,Geen
841,Man,56,Oost-Vlaanderen,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,"Middenkader, verantwoordelijk voor 6 werknemers of meer",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"te veel postjes bezet door onbekwame mensen, marjonet van europa",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Ja,Ja,,Nee,Nee,Nee,Nee,Nee,geen,Geen,andere naam zelfde klootzakkerij,,Marketingstunt,Negatief,"een rotte appel blijft een rotte appel, maakt niet uit hoe je het benoemd",Geen
