ID,Gender,Leeftijd,Provincie,Habitat,Opleiding,Beroep,Pot Groen,Pot CD&V,Pot N-VA,Pot Vooruit,Pot VB,Pot VLD,Pot PVDA,Voorkeur,Aversie,Stem 2019,Waarom sp.a in 2019 maar nu niet Vooruit?,Waarom niet sp.a in 2019 maar nu wel?,Vertrouwen BEL regering,Vertrouwen De Croo,Vertrouwen VLA regering,Vertrouwen Jambon,Grootste probleem is waarmee ons land momenteel wordt geconfronteerd?,Conner Rousseau: Kent u ... ?,Meryame Kitir: Kent u ... ?,Frank Vandenbroucke: Kent u ... ?,Vincent Van Quickenborne: Kent u ... ?,Alexander De Croo: Kent u ... ?,Bart Somers: Kent u ... ?,Egbert Lachaert: Kent u ... ?,Hilde Crevits: Kent u ... ?,Joachim Coens: Kent u ... ?,Wouter Beke: Kent u ... ?,Annelies Verlinden: Kent u ... ?,Meyrem Almaci: Kent u ... ?,Petra De Sutter: Kent u ... ?,Tom Van Grieken: Kent u ... ?,Dries Van Langenhove: Kent u ... ?,Peter Mertens: Kent u ... ?,Bart De Wever: Kent u ... ?,Jan Jambon: Kent u ... ?,Theo Francken: Kent u ... ?,Ben Weyts: Kent u ... ?,Zuhal Demir: Kent u ... ?,Conner Rousseau: Potentieel,Meryame Kitir: Potentieel,Frank Vandenbroucke: Potentieel,Vincent Van Quickenborne: Potentieel,Alexander De Croo: Potentieel,Bart Somers: Potentieel,Egbert Lachaert: Potentieel,Hilde Crevits: Potentieel,Joachim Coens: Potentieel,Wouter Beke: Potentieel,Annelies Verlinden: Potentieel,Meyrem Almaci: Potentieel,Petra De Sutter: Potentieel,Tom Van Grieken: Potentieel,Dries Van Langenhove: Potentieel,Peter Mertens: Potentieel,Bart De Wever: Potentieel,Jan Jambon: Potentieel,Theo Francken: Potentieel,Ben Weyts: Potentieel,Zuhal Demir: Potentieel,Positieve woorden om Vooruit (vroeger sp.a) te omschrijven?,Label positieve woorden Vooruit,Negatieve woorden Vooruit (vroeger sp.a) te omschrijven?,Kolom,Label negatieve woorden Vooruit,Overall sentiment,Waarin verschilt Vooruit volgens u van sp.a?,Label verschil
203,Vrouw,49,Vlaams-Brabant,Sekundaire gemeenten,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Nee,Nee,Nee,Ja,Nee,VLD,{VB},VLD,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,"alle partijen die zich achter één lijn scharen, ze blijven maar voor hun eigen winkel kiezen en de zwarte piet doorschuiven.  politiekers zijn één pot nat, maakt niet uit welke partij",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"euh, geen",Geen,"ook geen, ik sta er onverschillig tegenover... hoewel, de voorzitter vind ik maar zozo",,Slecht voorzitterschap,Negatief,naamgeving,Naam
613,Vrouw,67,Vlaams-Brabant,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Vooruit,"{Groen,N-VA,VB}",Blanco,,,Weinig vertrouwen,weet niet,Weinig vertrouwen,Weinig vertrouwen,ingewikkelde staatstructuur en veel te veel regeringsleiders (politici); corruptie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,geen enkel positief woord: het is gewoon een andere naam of dezelfde wijn in een ander vat,Geen,ook geen: de naam doet er niet zoveel toe,,Marketingstunt,Negatief,moet er dan een verschil zijn?  Nog niets van gezien,Geen
809,Vrouw,67,Vlaams-Brabant,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Weet niet,"{Groen,VB}",Blanco,,,Weinig vertrouwen,weet niet,Weinig vertrouwen,Weinig vertrouwen,corruptie bij de beleidsmakers; besparingen doorvoeren op de kap van de gewone mens en grote vermogens onaangeroerd laten; multinationals geen of weinig belastingen doen betalen onder het mom van de tewerkstelling,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,geen enkel; het blijft gewoon een naamsverandering; wellicht blijft de inhoud hetzelfde; is zoals oude wijn in nieuwe vaten,Geen,ook geen; het is niet de naam die het moet doen; het is de daadkracht die het moet doen,,Ontbreekt daadkracht,Negatief,heeft alleen een jongere voorzitter; voor de rest moet het zich nog laten uitschijnen of er wel degelijk verschil zal zijn,C: jong
353,Man,62,Oost-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Nee,Nee,Nee,Nee,Nee,CD&V,"{Groen,N-VA,Vooruit,VB,VLD,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,de coronapandemie met de daaraan verbonden onzekerheden en de financiële lasten.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"dynamisch, pogressief",Innovatie - Vernieuwing,"opportunisme, tanpastaglimlach",Opportunistisch,Opportunistisch,Evenwichtig,niets,Geen
963,Man,70,West-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Nee,Nee,Nee,Nee,Nee,CD&V,"{Groen,N-VA,VB,VLD,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,het bestrijden van corona,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,totaal GEEN ENKELE : nieuwe wijn in oude zakken !,Geen,oubollig als voorheen,,Oubollig,Negatief,geen iota !!,Geen
600,Man,48,Antwerpen,Stedelijke gemeenten,"licentiaat met aanvullend diploma, MaNaMa",Vrij beroep,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{PVDA},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,politiekers,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Ja,gelukkig geen communisten,Geen,"oudbollig , teveel verworven rechten , carrieristen , corrupt , onbekwaam , volksvijandig , collaborerend",,Oubollig,Negatief,alleen de naam,Naam
184,Man,68,Oost-Vlaanderen,Stedelijke gemeenten,hoger algemeen secundair onderwijs,Gepensioneerde,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Vooruit,{VB},N-VA,,"nieuwe wind , nieuwe ideeen",Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,agressief gedrag jongeren en dan vooral migranten,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,nieuw vooruitstrevend,Innovatie - Vernieuwing,oude krokodillen moeten plaats ruimen voor jonge mensen,,Schandalen,Positief,jonger,Imago: jong
318,Man,46,Antwerpen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat","Lid van de algemene directie, hoger kaderlid (directeur, bestuurder, …) verantwoordelijk voor 11 werknemers of meer",Ja,Ja,Nee,Ja,Nee,Nee,Nee,CD&V,"{N-VA,VB,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Een te verregaande federalisering met te veel macht in de regio's zorgt vaak voor een spreidstand.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Vernieuwde beweging van progressieve personen,Innovatie - Vernieuwing,oude wijn in nieuwe flessen,,Marketingstunt,Evenwichtig,"het wordt een beweging, zullen dus verruimen",DG: breder
176,Man,56,Antwerpen,GROTE agglomeraties,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Ja,Ja,Nee,Ja,Nee,Nee,N-VA,"{Groen,PVDA}",N-VA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,te veel ministers en te veel versnipperingen qua beleid,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,er is niets positief aan,Geen,oude wijn in nieuwe vaten,,Marketingstunt,Negatief,in niets,Geen
680,Vrouw,60,Antwerpen,GROTE agglomeraties,"licentiaat, master, postgraduaat","Middenkader, verantwoordelijk voor 6 werknemers of meer",Ja,Nee,Nee,Ja,Nee,Nee,Ja,PVDA,{Geen},sp.a,Vooruit is minder vooruitstrevend meer gematigd,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,versnippering van bevoegdheden,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,sociaal bewogen,Sociaal,oude wijn in nieuwe zakken,,Marketingstunt,Evenwichtig,verjonging,Imago: jong
1114,Man,48,Antwerpen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Huisman of huisvrouw,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,corruptie door politici,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,geen,Geen,oude wijn in nieuwe zakken,,Marketingstunt,Negatief,in niets,Geen
725,Vrouw,53,Oost-Vlaanderen,Stedelijke gemeenten,"licentiaat, master, postgraduaat",Arbeidsongeschikt,Nee,Ja,Nee,Nee,Nee,Ja,Nee,CD&V,"{N-VA,VB}",CD&V,,,Redelijk vertrouwen,Veel vertrouwen,Weinig vertrouwen,Weinig vertrouwen,"de gezondheidscrisis, te hoge belastingen",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"vooruitstrevend, optimistisch",Innovatie - Vernieuwing,outbollig,,Oubollig,Evenwichtig,geen verschil,Geen
768,Man,45,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,"Middenkader, verantwoordelijk voor 6 werknemers of meer",Nee,Ja,Nee,Ja,Nee,Ja,Nee,CD&V,"{Groen,N-VA,VB,PVDA}",CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,de verschillende regeringen die niet achter hetzelfde staat. Ook de verschillende belangen die ze hebben,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"sociaal, gedreven",Gedrag: Gedreven,overdreven,,Marketingstunt,Evenwichtig,volgens mij niet veel verschil,Geen
750,Vrouw,43,Oost-Vlaanderen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Nee,Nee,Ja,Nee,Ja,Nee,VLD,"{N-VA,VB}",Groen,,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,teveel verschillende meningen burgers moeien zich teveel - iedereen weet het beter en zet mensen tegen elkaar op,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,komt op voor mensen,Sociaal,pakt het verkeerd aan,,Slecht leiderschap,Evenwichtig,niets,Geen
220,Man,73,Antwerpen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Ja,Ja,Nee,Nee,Nee,Ja,Nee,CD&V,"{N-VA,Vooruit,VB,PVDA}",CD&V,,,Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,de gevolgen van de Corona crisis en de daarmee gepaard gaande staatsschuld die later automatisch zal leiden tot meer belastingen + het opnieuw aanzwengelen van de economie en werkgelegenheid,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,linkse partij die vooral begaan is met de sociale zekerheid en werkgelegenheid,Kernthema's (soc. zekerheid & werk),partij die heel graag de schatkist laat betalen voor zijn initiatieven,,Zakkenvullers,Evenwichtig,iets bredere kijk op de maatschappij en ook iets moderner,Beleid: inspelend op
273,Vrouw,46,Antwerpen,GROTE agglomeraties,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Ja,Ja,Ja,Ja,Nee,Ja,VB,{Groen},VB,,,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,"de extreem politieke correctheid die overal insluimerd en het zwart wit denken van velen, ipv op lange termijn denken voor de hele wereld. Immigratie is niet het probleem, wel de integratie.De politiekers denken meer aan tijdelijke stemmen dan aan een goed onderbouwd beleid. Partijen houden teveel zich vast aan soms halstarrige thema's ipv hun gezond verstand te gebruiken. Algemeen te weinig visie voor de toekomst en te veel hokjes denken.",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,lijkt misschien wat progressiever,Innovatie - Vernieuwing,partijen moeten bezig zijn met de inhoud en niet met de mmarketing van hun partij,,Marketingstunt,Evenwichtig,misschien verjonging,Imago: jong
911,Vrouw,34,West-Vlaanderen,Stedelijke gemeenten,"licentiaat, master, postgraduaat","Middenkader, verantwoordelijk voor 5 werknemers of minder",Ja,Nee,Nee,Ja,Nee,Nee,Ja,Groen,"{N-VA,VB,VLD}",Groen,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,corona zeker?,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"solidariteit, welzijn, gezondheidszorg, arbeid",Kernthema's (gezondheidszorg & werk),partijleiding ...,,Slecht leiderschap,Evenwichtig,geen idee,Geen
827,Vrouw,30,Vlaams-Brabant,Stedelijke gemeenten,"licentiaat, master, postgraduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Ja,Ja,Ja,Ja,Nee,Ja,Ja,Weet niet,{VB},Weet niet,,,weet niet,weet niet,weet niet,weet niet,pas,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,Ja,,Ja,,,,,Ja,Ja,Ja,Ja,Ja,pas,Ongeldig,pas,,Ongeldig,Ongeldig,pas,Geen
710,Man,40,West-Vlaanderen,Stedelijke gemeenten,"licentiaat, master, postgraduaat","Middenkader, verantwoordelijk voor 5 werknemers of minder",Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,CD&V,Vooruit,VLD,PVDA}",N-VA,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Veel vertrouwen,Veel vertrouwen,vreemdelingen,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,geen,Geen,plagiaat,,Gestolen naam,Negatief,nog slechter,Slechter
526,Vrouw,74,West-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Blanco,{VB},N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Covid proberen te neutraliseren,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,,Nee,,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,"geen, plagiaat",Geen,plagiaat,,Gestolen naam,Negatief,cultuur versus politiek,Naam
399,Man,48,Vlaams-Brabant,Sekundaire gemeenten,hoger secundair beroepsonderwijs (BSO),Geschoold arbeider,Ja,Nee,Nee,Nee,Nee,Nee,Ja,PVDA,"{CD&V,N-VA,Vooruit,VB,VLD}",PVDA,,,Weinig vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,corona,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"geen, mag niet veranderen, Vooruit is van Gent",Geen,plagiaat,,Gestolen naam,Negatief,"geen verschil, blijft zelfde partij",Geen
510,Man,72,Vlaams-Brabant,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Vooruit,{Groen},sp.a,,,Redelijk vertrouwen,Veel vertrouwen,Weinig vertrouwen,Weinig vertrouwen,De tegenstellingen tussen het noorden en zuiden,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,nieuw elan -,Innovatie - Vernieuwing,plagiaat,,Gestolen naam,Negatief,vooruit zou een beweging moeten worden terwijl sp.a een partij was,Gedrag: open
789,Man,49,Antwerpen,GROTE agglomeraties,doctoraat met thesis,Andere,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,De islam,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,geen enkel,Geen,"plat, opportunistisch, crapuleus, corrupt, ondemocratisch, demagogisch",Negatief,Opportunistisch,Negatief,geen haar,Geen
561,Vrouw,26,Antwerpen,Sekundaire gemeenten,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Ja,Nee,Nee,Ja,PVDA,{VB},sp.a,"Connor is zo een wannabe influencer ik erger me dood aan zijn kinderachtig gedrag, Jos d'haese van PVDA komt 1000000000x intelligenter over",,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,corona,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Nee,Nee,Nee,,Nee,,,,Nee,,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,/,Geen,"populisten, dieven",Schandalen/dieven,Populistisch,Negatief,"nergens, ze hebben enkel de vooruit hun naam afgepakt en maken zich zo onpopulair bij de gentenaars",Naam
410,Man,38,Vlaams-Brabant,Sekundaire gemeenten,"licentiaat, master, postgraduaat","Middenkader, verantwoordelijk voor 5 werknemers of minder",Ja,Ja,Nee,Nee,Nee,Ja,Nee,VLD,"{N-VA,VB,PVDA}",VLD,,,Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,versnippering van bevoegdheden en verantwoordelijkheden,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,progressief,Innovatie - Vernieuwing,populistisch,,Populistisch,Evenwichtig,niets,Geen
1122,Vrouw,30,Oost-Vlaanderen,GROTE agglomeraties,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Nee,Nee,Ja,Nee,Ja,Nee,Groen,"{N-VA,VB}",Groen,,,Redelijk vertrouwen,Veel vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Klimaat,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Dynamischer,Innovatie - Vernieuwing,populistisch,,Populistisch,Evenwichtig,dynamischer,Vernieuwing
281,Man,64,Vlaams-Brabant,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Blanco,"{CD&V,Vooruit,VLD}",Weet niet,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,;;;;;;;;;;;;;;;,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,sossen blijven sossen,Geen,profiteurs,,Zakkenvullers,Negatief,dezelfde zever,Geen
263,Man,78,West-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,"{Groen,Vooruit,PVDA}",N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,covid,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,geen,Geen,publiciteits geil,,Marketingstunt,Negatief,niets,Geen
657,Vrouw,50,Oost-Vlaanderen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Nee,Ja,Nee,Nee,Ja,Vooruit,"{N-VA,VB}",sp.a,,,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Het overbodige Vlaamse/Waalse niveau. Waarbij Vlaanderen nog eens regio's wil instellen. De versnippering van democratisch verkozen beslissingsniveaus.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"levendig, actief, afgestoft",Innovatie - Vernieuwing,reclameblok,,Marketingstunt,Evenwichtig,"Een betere voorzitter dan de vorigen, zonder gekibbel",C: goed leiderschap
